timestamp,participant,cardId,question,difficulty,correct_answer,correct_side,participants_side_choice,Robot,gazeDecision,move_duration
2025-04-03T08:03:09.709037+00:00,567,v44,The first successful human heart transplant was performed in 1967,hard,True,left,left,Carl condition,none,-1.411
2025-04-03T08:03:09.709037+00:00,567,v44,The first successful human heart transplant was performed in 1967,hard,True,left,left,Carl condition,none,0.589
2025-04-03T08:03:11.224658+00:00,567,v43,The human digestive system breaks down food into nutrients.,hard,True,left,left,Carl condition,none,-1.171
2025-04-03T08:03:11.224658+00:00,567,v43,The human digestive system breaks down food into nutrients.,hard,True,left,left,Carl condition,none,0.829
2025-04-03T08:03:12.441448+00:00,567,v42,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Carl condition,none,-1.330
2025-04-03T08:03:12.441448+00:00,567,v42,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Carl condition,none,0.670
2025-04-03T08:03:13.840256+00:00,567,v41,The color orange is named after the fruit.,easy,True,left,left,Carl condition,none,-1.198
2025-04-03T08:03:13.840256+00:00,567,v41,The color orange is named after the fruit.,easy,True,left,left,Carl condition,none,0.802
2025-04-03T08:03:15.405177+00:00,567,v40,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Carl condition,none,-1.018
2025-04-03T08:03:15.405177+00:00,567,v40,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Carl condition,none,0.982
2025-04-03T08:03:16.757668+00:00,567,v39,French is an official language in Canada.,easy,True,left,left,Carl condition,none,-1.165
2025-04-03T08:03:16.757668+00:00,567,v39,French is an official language in Canada.,easy,True,left,left,Carl condition,none,0.835
2025-04-03T08:03:18.239923+00:00,567,v38,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Carl condition,none,-1.031
2025-04-03T08:03:18.239923+00:00,567,v38,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Carl condition,none,0.969
2025-04-03T08:03:19.621887+00:00,567,v37,The Sun rises from the North.,easy,False,right,left,Carl condition,none,-1.252
2025-04-03T08:03:19.621887+00:00,567,v37,The Sun rises from the North.,easy,False,right,left,Carl condition,none,0.748
2025-04-03T08:03:20.922791+00:00,567,v36,Coral reefs are located underwater.,easy,True,left,left,Carl condition,none,-1.248
2025-04-03T08:03:20.922791+00:00,567,v36,Coral reefs are located underwater.,easy,True,left,left,Carl condition,none,0.752
2025-04-03T08:03:22.236729+00:00,567,v35,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Carl condition,none,-1.220
2025-04-03T08:03:22.236729+00:00,567,v35,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Carl condition,none,0.780
2025-04-03T08:03:23.876527+00:00,567,v34,The Eiffel Tower is located in Paris France.,easy,True,left,left,Carl condition,none,-0.912
2025-04-03T08:03:23.876527+00:00,567,v34,The Eiffel Tower is located in Paris France.,easy,True,left,left,Carl condition,none,1.088
2025-04-03T08:03:25.525343+00:00,567,v33,The Sun is more massive than earth,easy,True,left,left,Carl condition,none,-0.930
2025-04-03T08:03:25.525343+00:00,567,v33,The Sun is more massive than earth,easy,True,left,left,Carl condition,none,1.070
2025-04-03T08:03:28.357339+00:00,567,v32,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Carl condition,none,-0.819
2025-04-03T08:03:28.357339+00:00,567,v32,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Carl condition,none,1.181
2025-04-03T08:03:30.238430+00:00,567,v31,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Carl condition,none,-0.769
2025-04-03T08:03:30.238430+00:00,567,v31,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Carl condition,none,1.231
2025-04-03T08:23:14.581409+00:00,234,v50,The Sun rises from the North.,easy,False,right,right,Ryan condition,none,3.950
2025-04-03T08:23:14.581409+00:00,234,v50,The Sun rises from the North.,easy,False,right,right,Ryan condition,none,3.950
2025-04-03T08:23:24.816756+00:00,234,v49,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,right,Ryan condition,none,9.168
2025-04-03T08:23:24.816756+00:00,234,v49,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,right,Ryan condition,none,9.168
2025-04-03T08:23:30.564948+00:00,234,v48,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,right,Ryan condition,none,5.016
2025-04-03T08:23:30.564948+00:00,234,v48,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,right,Ryan condition,none,5.016
2025-04-03T08:30:24.364410+00:00,2345,v50,The smallest volcano in the world is located in Hawaii.,hard,False,right,right,Ryan condition,none,5.671
2025-04-03T08:30:24.364410+00:00,2345,v50,The smallest volcano in the world is located in Hawaii.,hard,False,right,right,Ryan condition,none,5.671
2025-04-03T08:30:51.261919+00:00,2345,v49,Nutella is produced by the German company Ferrero.,easy,False,right,left,Ryan condition,none,13.533
2025-04-03T08:30:51.261919+00:00,2345,v49,Nutella is produced by the German company Ferrero.,easy,False,right,left,Ryan condition,none,13.533
2025-04-03T08:30:57.877566+00:00,2345,v48,The Sun rises from the North.,easy,False,right,right,Ryan condition,none,4.996
2025-04-03T08:30:57.877566+00:00,2345,v48,The Sun rises from the North.,easy,False,right,right,Ryan condition,none,4.996
2025-04-03T08:32:59.596353+00:00,234,v50,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Ryan condition,none,9.182
2025-04-03T08:32:59.596353+00:00,234,v50,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Ryan condition,none,9.182
2025-04-03T08:33:03.695906+00:00,234,v49,When you cry in space your tears stick to your face.,easy,True,left,right,Ryan condition,none,3.484
2025-04-03T08:33:03.695906+00:00,234,v49,When you cry in space your tears stick to your face.,easy,True,left,right,Ryan condition,none,3.484
2025-04-03T08:33:06.595146+00:00,234,v48,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Ryan condition,none,1.684
2025-04-03T08:33:06.595146+00:00,234,v48,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Ryan condition,none,1.684
2025-04-03T08:45:20.039116+00:00,123,v50,When you cry in space your tears stick to your face.,easy,True,left,left,Ryan condition,left,4.561
2025-04-03T08:45:20.039116+00:00,123,v50,When you cry in space your tears stick to your face.,easy,True,left,left,Ryan condition,left,4.561
2025-04-03T08:45:27.505447+00:00,123,v49,The Sun is more massive than earth,easy,True,left,right,Ryan condition,right,4.066
2025-04-03T08:45:27.505447+00:00,123,v49,The Sun is more massive than earth,easy,True,left,right,Ryan condition,right,4.066
2025-04-03T08:45:35.542077+00:00,123,v48,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Ryan condition,right,6.306
2025-04-03T08:45:35.542077+00:00,123,v48,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Ryan condition,right,6.306
2025-04-03T08:45:40.137303+00:00,123,v47,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Ryan condition,left,3.667
2025-04-03T08:45:40.137303+00:00,123,v47,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Ryan condition,left,3.667
2025-04-03T08:47:26.634081+00:00,123,v46,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Ryan condition,left,3.629
2025-04-03T08:47:26.634081+00:00,123,v46,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Ryan condition,left,3.629
2025-04-03T08:47:37.489841+00:00,123,v45,Nutella is produced by the German company Ferrero.,easy,False,right,right,Ryan condition,right,9.689
2025-04-03T08:47:37.489841+00:00,123,v45,Nutella is produced by the German company Ferrero.,easy,False,right,right,Ryan condition,right,9.689
2025-04-03T08:54:11.348989+00:00,1234,v50,Nutella is produced by the German company Ferrero.,easy,False,right,right,Ryan condition,right,4.512
2025-04-03T08:54:16.619765+00:00,1234,v49,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Ryan condition,right,3.835
2025-04-03T08:54:31.801873+00:00,1234,v48,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,right,Ivan condition,right,4.399
2025-04-03T08:54:43.518379+00:00,1234,v47,The Eiffel Tower is located in Paris France.,easy,True,left,left,Carl condition,none,8.844
2025-04-03T08:54:53.768291+00:00,1234,v46,The Sun rises from the North.,easy,False,right,left,Carl condition,none,1.414
2025-04-03T08:55:02.434793+00:00,1234,v45,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,right,Carl condition,none,4.466
2025-04-03T08:55:11.137608+00:00,1234,v44,The color orange is named after the fruit.,easy,True,left,right,Ivan condition,right,7.070
2025-04-03T08:55:16.182294+00:00,1234,v43,The human digestive system breaks down food into nutrients.,hard,True,left,left,Ryan condition,left,4.245
2025-04-03T08:55:19.617416+00:00,1234,v42,The first successful human heart transplant was performed in 1967,hard,True,left,right,Carl condition,none,0.649
2025-04-03T08:55:22.634170+00:00,1234,v41,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Ryan condition,left,2.297
2025-04-03T08:55:27.352304+00:00,1234,v40,When you cry in space your tears stick to your face.,easy,True,left,right,Ryan condition,left,4.050
2025-04-03T08:55:47.450177+00:00,235,v50,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,right,Ryan condition,left,4.414
2025-04-03T08:55:55.000995+00:00,235,v49,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,right,Ryan condition,left,4.800
2025-04-03T08:56:01.717659+00:00,235,v48,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,3.016
2025-04-03T08:56:08.204986+00:00,235,v47,French is an official language in Canada.,easy,True,left,right,Ivan condition,left,4.404
2025-04-03T08:56:13.900937+00:00,235,v46,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Carl condition,none,1.946
2025-04-03T08:56:16.800652+00:00,235,v45,Coral reefs are located underwater.,easy,True,left,left,Ivan condition,right,1.511
2025-04-03T08:56:21.682359+00:00,235,v44,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Ivan condition,left,2.364
2025-04-03T08:56:27.452935+00:00,235,v43,The smallest volcano in the world is located in Hawaii.,hard,False,right,right,Ryan condition,right,4.168
2025-04-03T09:01:01.617735+00:00,124,v50,Coral reefs are located underwater.,easy,True,left,left,Ryan condition,left,4.812
2025-04-03T09:01:12.101083+00:00,124,v49,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Ivan condition,left,5.150
2025-04-03T09:01:19.401714+00:00,124,v48,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,left,Ryan condition,left,4.533
2025-04-03T09:01:31.402471+00:00,124,v47,The electron configuration of an atom determines its physical properties.,hard,False,right,right,Carl condition,none,5.067
2025-04-03T09:01:39.565904+00:00,124,v46,The Eiffel Tower is located in Paris France.,easy,True,left,right,Ryan condition,right,4.878
2025-04-03T09:01:49.136770+00:00,124,v45,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,right,Carl condition,none,6.218
2025-04-03T09:01:57.569757+00:00,124,v44,The first successful human heart transplant was performed in 1967,hard,True,left,right,Carl condition,none,5.767
2025-04-03T09:02:01.101460+00:00,124,v43,The human digestive system breaks down food into nutrients.,hard,True,left,left,Ivan condition,right,2.418
2025-04-03T09:02:05.968372+00:00,124,v42,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Ivan condition,left,2.001
2025-04-03T09:02:12.217709+00:00,124,v41,The Sun is more massive than earth,easy,True,left,left,Ryan condition,left,3.635
2025-04-03T09:02:20.985707+00:00,124,v40,The Sun rises from the North.,easy,False,right,left,Carl condition,none,4.784
2025-04-03T09:02:27.816811+00:00,124,v39,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Ivan condition,left,4.015
2025-04-03T09:02:33.815367+00:00,124,v38,When you cry in space your tears stick to your face.,easy,True,left,left,Carl condition,none,0.930
2025-04-03T09:02:38.536180+00:00,124,v37,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,right,Carl condition,none,0.969
2025-04-03T09:02:43.216627+00:00,124,v36,The color orange is named after the fruit.,easy,True,left,right,Ivan condition,left,3.381
2025-04-03T09:02:47.767139+00:00,124,v35,Nutella is produced by the German company Ferrero.,easy,False,right,right,Ryan condition,right,3.915
2025-04-03T09:02:50.751056+00:00,124,v34,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,right,Ryan condition,left,2.266
2025-04-03T09:02:54.249220+00:00,124,v33,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,right,Ryan condition,left,1.231
2025-04-03T09:02:56.148781+00:00,124,v32,French is an official language in Canada.,easy,True,left,right,Ryan condition,left,1.298
2025-04-03T09:02:57.818424+00:00,124,v31,Human digestion begins in the hand and ends in the large intestine,hard,False,right,right,Ryan condition,right,1.051
2025-04-03T09:03:01.819101+00:00,124,v30,The greenhouse effect influences Earth's temperature.,easy,True,left,right,Carl condition,none,-0.998
2025-04-03T09:03:16.903507+00:00,124,v29,Apples are a type of fruit.,easy,True,left,left,Ryan condition,right,14.419
2025-04-03T09:04:18.759948+00:00,1234,v50,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Ryan condition,left,3.455
2025-04-03T09:04:23.869970+00:00,1234,v49,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,right,Ivan condition,right,4.387
2025-04-03T09:04:28.000929+00:00,1234,v48,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Ryan condition,right,0.766
2025-04-03T09:04:29.316624+00:00,1234,v47,The human digestive system breaks down food into nutrients.,hard,True,left,left,Ivan condition,left,0.765
2025-04-03T09:04:30.888575+00:00,1234,v46,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,-0.964
2025-04-03T09:04:59.202715+00:00,234,v50,The human digestive system breaks down food into nutrients.,hard,True,left,left,Ryan condition,left,5.734
2025-04-03T09:05:04.558850+00:00,234,v49,The Sun rises from the North.,easy,False,right,right,Carl condition,none,1.609
2025-04-03T09:05:09.841727+00:00,234,v48,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Ivan condition,left,3.389
2025-04-03T09:05:14.918796+00:00,234,v47,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Carl condition,none,1.387
2025-04-03T09:05:21.953077+00:00,234,v46,The Sun is more massive than earth,easy,True,left,left,Ivan condition,left,4.367
2025-04-03T09:05:27.683052+00:00,234,v45,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,right,Ryan condition,left,4.778
2025-04-03T09:05:37.083316+00:00,234,v44,When you cry in space your tears stick to your face.,easy,True,left,right,Carl condition,none,1.113
2025-04-03T09:05:43.054103+00:00,234,v43,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Ryan condition,right,4.770
